flight_sk,journey_sk,airline,departure_airport_id,arrival_airport_id,duration,layover_duration,total_journey_duration,price,hour_of_day,day_of_week,pos,is_best,is_overnight,has_layover,airline_code,dep_airport_code,arr_airport_code,temperature_c,precipitation_mm,weather_code,wind_speed_kmh,visibility_m,snowfall_cm,weather_risk_score,is_delayed
2fdf181670a87f8bd72a26a610a50bce,911dd3aac515ed7597c736c96a97cf0d,American,DFW,LGA,211.0,0.0,211.0,342.0,15.0,4.0,0.0,0.0,0.0,0.0,1.0,7.0,13.0,27.5,0.1,51.0,0.6,10000.0,0.0,1.0,1.0
f94a577184ad9af03158295c0b795f2b,0e0098f902fe596af882d9ad39ca8e35,Southwest,MIA,BNA,145.0,160.0,445.0,214.0,16.0,4.0,0.0,0.0,0.0,1.0,5.0,13.0,1.0,31.1,0.1,51.0,14.8,10000.0,0.0,1.0,0.0
8590712979d704b0953e53275df6b51c,dbcac83fa96b10658d78e1d0516c406a,American,MIA,JFK,190.0,0.0,190.0,274.0,16.0,4.0,0.0,1.0,0.0,0.0,1.0,13.0,12.0,31.1,0.1,51.0,14.8,10000.0,0.0,1.0,0.0
d2652f6aa25eb3d68db5b0eb4ac1f303,9efe7ac405371a18f7636e06d7dfbc7d,American,FLL,CLT,137.0,102.0,362.0,264.0,16.0,4.0,0.0,0.0,0.0,1.0,1.0,9.0,4.0,31.5,0.0,0.0,17.3,10000.0,0.0,0.0,0.0
d7caeab5f2be53f3b89ebd1f17889425,c177350eb337c11dc02a2467976680a7,Delta,DFW,LGA,217.0,0.0,217.0,342.0,16.0,4.0,0.0,0.0,0.0,0.0,2.0,7.0,13.0,28.0,0.0,3.0,2.0,10000.0,0.0,0.0,1.0
236cd214eb3d232392192aaafea9c6ae,8c71341f1f5f8df986694fec2eccecf9,Frontier,DFW,ATL,154.0,170.0,469.0,196.0,16.0,4.0,0.0,0.0,0.0,1.0,3.0,7.0,0.0,28.0,0.0,3.0,2.0,10000.0,0.0,0.0,1.0
171970ba13cb4bc6d695b155199a5b7a,8c03cefdcea1fafd3c58abd6db834c0e,American,MIA,LGA,182.0,0.0,182.0,274.0,16.0,4.0,0.0,0.0,0.0,0.0,1.0,13.0,13.0,31.1,0.1,51.0,14.8,10000.0,0.0,1.0,1.0
ba0ec37ed6ed8ebe15bf2fa81358974e,236725154947683c7e9ccf9ee1871b2b,Delta,ATL,JFK,166.0,0.0,365.0,350.0,16.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,12.0,29.5,0.0,3.0,6.4,10000.0,0.0,0.0,0.0
bde58297d4d8ed6ea14b22ed2bcd79f3,ced826356a73af606584822942e8e0a6,JetBlue,FLL,LGA,178.0,0.0,178.0,256.0,16.0,4.0,0.0,0.0,0.0,0.0,4.0,9.0,13.0,31.5,0.0,0.0,17.3,10000.0,0.0,0.0,1.0
44670bc9661dfba448cf576cf64d206b,468129e23aaa55b41f2295bb98c20005,United,DFW,EWR,215.0,0.0,215.0,311.0,16.0,4.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,28.0,0.0,3.0,2.0,10000.0,0.0,0.0,1.0
1786a604205b3373ddcd29e0a1c448ea,173bb38e3e785c5fa1ae83aa5e641227,American,DFW,LGA,212.0,0.0,212.0,342.0,16.0,4.0,0.0,0.0,0.0,0.0,1.0,7.0,13.0,28.0,0.0,3.0,2.0,10000.0,0.0,0.0,1.0
97b17394241593dd29498b6b1dac522a,b813d6a5f1d0d514bd4bc453d21e36fd,United,DFW,IAD,189.0,41.0,315.0,290.0,17.0,4.0,0.0,0.0,0.0,1.0,6.0,7.0,10.0,28.0,0.1,51.0,3.8,10000.0,0.0,1.0,1.0
319f30b9666943f9ccefbc850c44261c,1c95d7f995421c8aad4dc310d0cd8a2f,United,DFW,IAD,189.0,65.0,344.0,259.0,17.0,4.0,0.0,0.0,0.0,1.0,6.0,7.0,10.0,28.0,0.1,51.0,3.8,10000.0,0.0,1.0,1.0
59a03e9cbac5927968f7ec8816dc7c32,da88671b5b07e2323a81e069c0ab7ea1,United,IAD,LGA,87.0,0.0,322.0,290.0,17.0,4.0,1.0,0.0,0.0,0.0,6.0,10.0,13.0,27.1,0.1,0.0,9.2,10000.0,0.0,0.0,0.0
2032feca3f62027a56762f57b73f33b6,af334d1ab4c3e294a7905f25acbc8d82,Frontier,DFW,LGA,219.0,0.0,219.0,343.0,17.0,4.0,0.0,1.0,0.0,0.0,3.0,7.0,13.0,28.0,0.1,51.0,3.8,10000.0,0.0,1.0,1.0
8770bf5e5cfd3adccdde523d7186a362,de2385af5bb386ac9dcf2d56a765dc8f,United,DFW,IAH,82.0,69.0,373.0,259.0,17.0,4.0,0.0,0.0,0.0,1.0,6.0,7.0,11.0,28.0,0.1,51.0,3.8,10000.0,0.0,1.0,1.0
f604c9acb375ade4a91a8916f3760a21,973f5edc0272603c61706c7f0386ec88,Delta,DTW,EWR,107.0,0.0,305.0,259.0,17.0,4.0,1.0,0.0,0.0,0.0,2.0,8.0,8.0,27.1,0.1,0.0,9.2,10000.0,0.0,0.0,0.0
692a9e23e1f52ac5216f46f9b747ca8f,4c675dd31388d8d8c13bddaf75616143,American,DFW,JFK,226.0,0.0,226.0,342.0,17.0,4.0,0.0,0.0,0.0,0.0,1.0,7.0,12.0,28.0,0.1,51.0,3.8,10000.0,0.0,1.0,1.0
75e723b38738a8fe742aa3722887b8d8,2db2719573dcb6709cc14c84176612d9,American,MIA,LGA,184.0,0.0,184.0,274.0,17.0,4.0,0.0,0.0,0.0,0.0,1.0,13.0,13.0,30.6,0.1,51.0,14.8,10000.0,0.0,1.0,1.0
9ad32a1b975b2df0c8c3dbe71daa91c8,bca5908370b18e0690802a148c4ab755,United,DFW,ORD,160.0,59.0,362.0,259.0,17.0,4.0,0.0,0.0,0.0,1.0,6.0,7.0,15.0,28.0,0.1,51.0,3.8,10000.0,0.0,1.0,1.0
37d469b173e999dae524b30aab8ea931,c6ad75d5137c501939e2de8ba128d629,American,DFW,LGA,212.0,0.0,212.0,342.0,17.0,4.0,0.0,0.0,0.0,0.0,1.0,7.0,13.0,28.0,0.1,51.0,3.8,10000.0,0.0,1.0,1.0
ac013fe647dac7e294bb05d5d1eae1b0,6a5db740e911963a4fbd1b382995823e,American,FLL,LGA,177.0,0.0,177.0,256.0,17.0,4.0,0.0,1.0,0.0,0.0,1.0,9.0,13.0,31.0,0.0,0.0,16.3,10000.0,0.0,0.0,1.0
eccc1927573ad23f1f907dc429d3106a,85018b82c7ebfda9f3804c9189585f9b,American,MIA,JFK,191.0,0.0,191.0,274.0,18.0,4.0,0.0,0.0,0.0,0.0,1.0,13.0,12.0,29.7,0.5,53.0,12.7,10000.0,0.0,1.0,1.0
6ec93302b611589909347a8bd96f14f3,7816d91d7f8f5280920dd701c9edbb0b,American,DFW,EWR,214.0,0.0,214.0,342.0,18.0,4.0,0.0,0.0,0.0,0.0,1.0,7.0,8.0,27.9,0.0,0.0,3.9,10000.0,0.0,0.0,0.0
043c11619aac85208828c006ae3397a5,d9199e2dc7ae6a64bd44711aadbea4db,JetBlue,FLL,LGA,178.0,0.0,178.0,256.0,18.0,4.0,0.0,0.0,0.0,0.0,4.0,9.0,13.0,30.5,0.0,0.0,15.0,10000.0,0.0,0.0,0.0
d2c5d68332100b3cca684f421dd79554,9693371d84292cd81dc9f86f341e441b,Delta,DFW,ATL,143.0,40.0,320.0,259.0,18.0,4.0,0.0,0.0,0.0,1.0,2.0,7.0,0.0,27.9,0.0,0.0,3.9,10000.0,0.0,0.0,0.0
c8892f3a6649a45b07387f38f6d5481b,5d165c45edae8fd48808f52239a34bb8,Delta,DFW,LGA,216.0,0.0,216.0,342.0,18.0,4.0,0.0,0.0,0.0,0.0,2.0,7.0,13.0,27.9,0.0,0.0,3.9,10000.0,0.0,0.0,1.0
169b3e045d77211a8a56a90cfd34112b,cb39b3c2bbc4a2359da0c0d1f23a35fd,American,DFW,LGA,213.0,0.0,213.0,342.0,19.0,4.0,0.0,0.0,0.0,0.0,1.0,7.0,13.0,27.5,0.0,0.0,4.3,10000.0,0.0,0.0,1.0
59ac5586e323dbf84d652988c5dfd7f9,d91f444432d10284dd95e98f6b47f2c0,American,MIA,JFK,194.0,0.0,194.0,274.0,19.0,4.0,0.0,0.0,0.0,0.0,1.0,13.0,12.0,29.4,0.0,2.0,10.7,10000.0,0.0,0.0,1.0
585a2420a6fc722708b6c0d9b7dc2233,7e637889dfb0c496bd4a4c631b493297,Delta,MIA,LGA,197.0,0.0,197.0,274.0,19.0,4.0,0.0,0.0,0.0,0.0,2.0,13.0,13.0,29.4,0.0,2.0,10.7,10000.0,0.0,0.0,0.0
c462a635a1bf44294321a75d90cc8ecd,459cd775cb01c73e06a266ef32542b31,American,MIA,LGA,185.0,0.0,185.0,274.0,19.0,4.0,0.0,0.0,0.0,0.0,1.0,13.0,13.0,29.4,0.0,2.0,10.7,10000.0,0.0,0.0,1.0
72bed8a5e932ac1fc172e7f4bee07a62,16dd2236771e6e705044c01505b116f7,Delta,FLL,LGA,181.0,0.0,181.0,256.0,19.0,4.0,0.0,0.0,0.0,0.0,2.0,9.0,13.0,29.9,0.0,2.0,12.2,10000.0,0.0,0.0,1.0
464ad693b24edfc187dd246593179d7e,de2385af5bb386ac9dcf2d56a765dc8f,United,IAH,EWR,222.0,0.0,373.0,259.0,19.0,4.0,1.0,0.0,0.0,0.0,6.0,11.0,8.0,27.1,0.0,3.0,8.8,10000.0,0.0,0.0,0.0
feeaefbef721ed8697bfbbf5a506a6d6,29914225cb1f1ab2cce25c9b975da01b,Delta,FLL,JFK,179.0,0.0,179.0,256.0,19.0,4.0,0.0,0.0,0.0,0.0,2.0,9.0,12.0,29.9,0.0,2.0,12.2,10000.0,0.0,0.0,1.0
26daf96e011594e44e974992a510758a,b1a925b5ae36089fcd4321b11df69232,Delta,MIA,JFK,200.0,0.0,200.0,274.0,19.0,4.0,0.0,0.0,0.0,0.0,2.0,13.0,12.0,29.4,0.0,2.0,10.7,10000.0,0.0,0.0,1.0
56f11ec022bf30d1811393dfaa376eaa,0e0098f902fe596af882d9ad39ca8e35,Southwest,BNA,LGA,140.0,0.0,445.0,214.0,20.0,4.0,1.0,0.0,0.0,0.0,5.0,1.0,13.0,27.1,0.1,0.0,9.2,10000.0,0.0,0.0,0.0
5f8cb99d6a62f87324b20022fc82f04c,f17e2a5dd88e09a8befdef1603552d43,JetBlue,FLL,LGA,177.0,0.0,177.0,256.0,20.0,4.0,0.0,0.0,0.0,0.0,4.0,9.0,13.0,29.4,0.0,3.0,10.6,10000.0,0.0,0.0,0.0
8eb9f6c36da53af661496dce312d8545,3e53abeac7d9b0a254c3f81494cf2c0f,Frontier,DFW,CLT,160.0,1059.0,1345.0,201.0,20.0,4.0,0.0,0.0,0.0,1.0,3.0,7.0,4.0,26.1,0.0,0.0,3.7,10000.0,0.0,0.0,1.0
adb62c1c8b638195e14575ee4faf33ea,9efe7ac405371a18f7636e06d7dfbc7d,American,CLT,JFK,123.0,0.0,362.0,264.0,20.0,4.0,1.0,0.0,0.0,0.0,1.0,4.0,12.0,27.1,0.1,0.0,9.2,10000.0,0.0,0.0,0.0
9f23a9ad7c4b25d3aa2bfd5a7bac02b7,f6c7b079afe62436164d51747b594957,United,DFW,EWR,212.0,0.0,212.0,342.0,20.0,4.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,26.1,0.0,0.0,3.7,10000.0,0.0,0.0,1.0
65b3232b78a6de4519c254a7bb2c9184,72d2c1a8d6d619685f8474a1508f6fd2,American,MIA,LGA,183.0,0.0,183.0,274.0,20.0,4.0,0.0,0.0,0.0,0.0,1.0,13.0,13.0,28.6,0.0,2.0,9.0,10000.0,0.0,0.0,1.0
8a544b04d04e623cb7ae4e62880c0b71,c343b636421021a9e6e3fce2c77ed174,JetBlue,FLL,JFK,186.0,0.0,186.0,256.0,20.0,4.0,0.0,0.0,0.0,0.0,4.0,9.0,12.0,29.4,0.0,3.0,10.6,10000.0,0.0,0.0,1.0
e311c8cba6c7b7cdd239e0fd839bc8b1,bca5908370b18e0690802a148c4ab755,United,ORD,EWR,143.0,0.0,362.0,259.0,21.0,4.0,1.0,0.0,1.0,0.0,6.0,14.0,8.0,27.1,0.1,0.0,9.2,10000.0,0.0,0.0,0.0
2e4b44236460770c539f591430f53d6f,86bbc2202634b342e334e0043358d347,American,MIA,JFK,187.0,0.0,187.0,274.0,21.0,4.0,0.0,0.0,1.0,0.0,1.0,13.0,12.0,27.9,0.0,1.0,6.3,10000.0,0.0,0.0,1.0
a8f1b1de3ed9a1cf0b568dbbc723a117,b813d6a5f1d0d514bd4bc453d21e36fd,United,IAD,LGA,85.0,0.0,315.0,290.0,22.0,4.0,1.0,0.0,1.0,0.0,6.0,10.0,13.0,27.1,0.1,0.0,9.2,10000.0,0.0,0.0,0.0
caaef7da894bcfe29d8167eda1a7db10,fa8ef001ed928bc5d45071cc5a692d19,American,DFW,ORD,145.0,320.0,601.0,335.0,22.0,4.0,0.0,0.0,1.0,1.0,1.0,7.0,15.0,24.0,0.0,0.0,7.3,10000.0,0.0,0.0,1.0
b3c20e966d0439af9d012231895b14f2,1c95d7f995421c8aad4dc310d0cd8a2f,United,IAD,EWR,90.0,0.0,344.0,259.0,22.0,4.0,1.0,0.0,1.0,0.0,6.0,10.0,8.0,27.1,0.1,0.0,9.2,10000.0,0.0,0.0,0.0
d7da5ba2b9446604b6f285ad2bc1aeb1,9693371d84292cd81dc9f86f341e441b,Delta,ATL,EWR,137.0,0.0,320.0,259.0,22.0,4.0,1.0,0.0,1.0,0.0,2.0,0.0,8.0,21.8,0.0,3.0,7.3,10000.0,0.0,0.0,0.0
a84b8b9e82a02d979d8815a7abaf8570,8c71341f1f5f8df986694fec2eccecf9,Frontier,ATL,EWR,145.0,0.0,469.0,196.0,22.0,4.0,1.0,0.0,1.0,0.0,3.0,0.0,8.0,21.8,0.0,3.0,7.3,10000.0,0.0,0.0,1.0
d56f911999ebcc094ebdf03d06ef81fa,fa8ef001ed928bc5d45071cc5a692d19,American,ORD,LGA,136.0,0.0,601.0,335.0,5.0,5.0,1.0,0.0,1.0,0.0,1.0,14.0,13.0,27.1,0.1,0.0,9.2,10000.0,0.0,0.0,0.0
a7428ed0824f577e6e7cfe4f19515b4e,3e53abeac7d9b0a254c3f81494cf2c0f,Frontier,CLT,LGA,126.0,0.0,1345.0,201.0,17.0,5.0,1.0,0.0,0.0,0.0,3.0,4.0,13.0,27.1,0.1,0.0,9.2,10000.0,0.0,0.0,0.0
